,Artists,Name,Year,Weekly.rank,Week,Max.Weeks.on.chart,Genre,acousticness,danceability,energy,key,tempo,valence,cluster
129,"Cardi B, Bad Bunny, J Balvin",I Like It,2018,1,2018-07-07,51,"Trap,Latin Music,En Espa\xc3\xb1ol,Latin Trap,Rap",0.1012248618013082,0.8052691867124856,0.7127353973827002,0.4545454545454546,0.538611931737583,0.6522107941893756,4
130,matchbox twenty,Bent,2000,1,2000-07-18,39,"Adult Alternative,Pop-Rock,Alternative Rock,Rock",0.0413065192547287,0.4639175257731959,0.8233854665389935,0.5454545454545454,0.2883328502087715,0.5217898420103912,4
131,Usher,U Got It Bad,2002,1,2002-01-29,32,"Neo Soul,Soul Pop,Soul,R&;B",0.02320831681318508,0.8052691867124856,0.4722842855622938,0.09090909090909091,0.4645335175374216,0.6511504612448309,1
132,Avril Lavigne,Girlfriend,2007,1,2007-05-02,24,"Pop-Rock,Pop-Punk,Canada,Pop",0.0007522308232878424,0.5120274914089348,0.9606341100117033,0.6363636363636364,0.7109023738890705,0.6734174530802672,0
133,XXXTENTACION,Sad!,2018,1,2018-06-30,38,"Hip-Hop,Trap,Emo Rap,Rap,Alternative,Cloud Rap",0.2638019345812763,0.718213058419244,0.5925098414724971,0.7272727272727273,0.162237339566668,0.4645318630049836,2
134,Snoop Dogg,Drop It Like It's Hot,2004,1,2004-12-22,30,"West Coast,Memes,Producer,Rap",0.1942721172917302,0.8877434135166093,0.6127247579529738,0.09090909090909091,0.2668142766391799,0.6649347895239106,1
135,Owl City,Fireflies,2009,1,2009-11-19,31,"Synth-Pop,Electronic,Memes,Pop",0.02811630391597657,0.4570446735395189,0.6446430471326737,0.2727272727272727,0.8103910841931923,0.463471530060439,1
136,Sisqo,Incomplete,2000,1,2000-08-08,26,R&;B,0.2883418700952337,0.7250859106529209,0.4116395361208639,0.09090909090909091,0.435385687589044,0.2514049411515216,3
137,Kanye West,Stronger,2007,1,2007-09-26,27,"Hip-Hop,France,Pop,Electro-Hop,Electronic,House,Producer,Rap",0.005764512652013653,0.5773195876288659,0.7031599106287904,0.9090909090909092,0.3409050259345376,0.4825575230622416,2
138,Adele,Someone Like You,2011,1,2011-10-13,39,"Easy Listening,Soul Pop,Adult Alternative,Adult Contemporary,Ballad,Piano,Pop,Soul",0.9120652310749858,0.5108820160366552,0.2914139802106607,0.8181818181818182,0.5328206045430155,0.2651892694306012,2
139,Justin Bieber,Sorry,2016,1,2016-02-05,42,"Canada,Tropical House,Electro-Pop,Electronic,Pop",0.08149066365883403,0.6197021764032073,0.7489094584530269,0.0,0.3159449608052349,0.3977308874986746,1
140,Sean Kingston,Beautiful Girls,2007,1,2007-08-29,22,Rap,0.1533722247684678,0.7434135166093929,0.643579104160017,0.09090909090909091,0.5013661117929675,0.7783904145901814,1
141,Halsey,Without Me,2019,1,2019-01-26,38,"Synth-Pop,R&;B,Alternative Pop,Ballad,Pop,Alternative",0.3036793297914571,0.7319587628865979,0.4595169698904138,0.5454545454545454,0.5385687589043968,0.5281518396776588,2
142,"B2K, P. Diddy","Bump, Bump, Bump",2003,1,2003-01-28,22,"Boy Band,Hip-Hop,Pop,R&;B,Rap",0.1020428596517734,0.8258877434135167,0.6691137355037771,0.09090909090909091,0.2885857196602914,0.8929063726009967,1
143,Christina Aguilera,What A Girl Wants,2000,1,2000-01-10,24,"R&;B,Pop",0.0699364440210124,0.7342497136311569,0.8116820938397702,0.0,0.576166129062101,0.8303467288728661,1
144,Plain White T's,Hey There Delilah,2007,1,2007-08-01,35,"Emo,Acoustic,Ballad,Rock",0.8916152848133546,0.6219931271477662,0.2499202042770508,0.1818181818181818,0.3407755074349786,0.2789735977096808,3
145,Zayn,Pillowtalk,2016,1,2016-02-19,24,"Alternative R&;B,R&;B,UK,Pop",0.1196298134367763,0.5395189003436426,0.6850728800936269,1.0,0.4701274832088516,0.4274202099459231,2
146,The Weeknd,Starboy,2017,1,2017-01-07,30,"Alternative R&;B,Canada,R&;B,Electro-Pop,Pop",0.1441697489507337,0.6483390607101948,0.5648473241834239,0.6363636363636364,0.8467117719981001,0.4783161912840632,0
147,Britney Spears,Womanizer,2008,1,2008-10-23,23,"Dance-Pop,Electro-Pop,Pop",0.07463993166118757,0.6998854524627721,0.6797531652303436,1.0,0.5568185322470225,0.2121726222033719,2
148,Gotye,Somebody That I Used To Know,2012,1,2012-06-15,59,"Producer,Art Pop,Singer-Songwriter,Adult Alternative,Alternative Pop,Adult Contemporary,Ballad,Indie Pop,Pop",0.6042935398374361,0.8602520045819015,0.4669645706990105,0.0,0.4955254442176157,0.7264341003074966,3
149,Eminem,The Monster,2013,1,2013-12-20,29,"Hip-Hop,Pop,Rap",0.05367873674301558,0.7651775486827032,0.8478561549100968,0.09090909090909091,0.378261861735918,0.6246421376312161,1
150,Madonna,Music,2000,1,2000-10-03,24,"House,Electronic,Dance,Pop",0.001521148802725176,0.7136311569301259,0.7935950633046069,0.6363636363636364,0.4387346659347843,0.8865443749337292,4
151,Ludacris,Stand Up,2003,1,2003-12-02,28,Rap,0.3752541417071665,0.7308132875143183,0.8340248962655601,0.5454545454545454,0.3104681785381678,0.812321068815608,4
152,John Legend,All Of Me,2014,1,2014-05-16,59,"Piano,Easy Listening,Adult Contemporary,Soul Pop,Soul,Ballad,Pop,R&;B",0.9427401504674326,0.3539518900343642,0.2211937440153208,0.7272727272727273,0.439203399552236,0.3139645848796522,3
153,Carly Rae Jepsen,Call Me Maybe,2012,1,2012-08-03,50,"Dance-Pop,Teen Pop,Canada,Memes,Pop",0.01165409717536344,0.7674684994272621,0.557399723374827,0.6363636363636364,0.4397646463836585,0.6628141236348213,4
154,Kelly Clarkson,A Moment Like This,2002,1,2002-10-08,20,"American Idol,Ballad,Pop",0.1666646898385281,0.3447880870561282,0.5488881795935738,0.7272727272727273,0.594958646593355,0.1326476513625278,0
155,Creed,With Arms Wide Open,2000,1,2000-11-07,47,Rock,0.004343241386830284,0.3402061855670103,0.5137780614959039,0.0,0.5559057352025114,0.1125013254161807,1
156,Akon,I Wanna Love You,2006,1,2006-12-06,29,"R&;B,Rap",0.03813677758417586,0.8625429553264604,0.4233429088200872,0.0,0.3161916627091569,0.3531969038278019,1
157,Desiigner,Panda,2016,1,2016-05-07,40,"UK,Hardcore Hip-Hop,Hip-Hop,Producer,East Coast,Trap,Memes,Rap",0.02177682057487089,0.558991981672394,0.6797531652303436,0.9090909090909092,0.3259302203664756,0.2874562612660375,2
158,Rihanna,Take A Bow,2008,1,2008-05-22,27,"Soul Pop,Neo Soul,R&;B,Pop",0.2535769614504607,0.6689576174112257,0.4371741674646239,0.8181818181818182,0.2057740580612932,0.5695048245148977,2
159,Taylor Swift,Bad Blood,2015,1,2015-06-05,25,"Electro-Hop,Electro-Pop,Rap,Pop",0.08905714377563757,0.6174112256586484,0.7935950633046069,0.6363636363636364,0.7489808127594224,0.2757925988760471,0
160,Eminem,Not Afraid,2010,1,2010-05-20,25,"Soundtrack,Pop,Rap",0.5408987064263793,0.849942726231386,0.95531439514842,0.0,0.4065462350205688,0.6712967871911779,1
161,Childish Gambino,This Is America,2018,1,2018-05-26,17,"Protest Songs,Hip-Hop,Memes,Gospel,Trap,Rap",0.1196298134367763,0.8487972508591066,0.4329183955739973,0.4545454545454546,0.4397831490264526,0.545117166790372,4
162,Nelly Furtado,Say It Right,2007,1,2007-02-21,30,R&;B,0.04181776791126948,0.8682703321878579,0.8648792424726036,0.09090909090909091,0.4208241077100512,0.8473120559855796,1
163,Ludacris,Money Maker,2006,1,2006-10-25,25,Rap,0.1533722247684678,0.5017182130584192,0.576550696882647,0.09090909090909091,0.1852607947501834,0.6119181422966811,1
164,Mims,This Is Why I'm Hot,2007,1,2007-03-07,23,"Crunk,Rap",0.283229383529826,0.5819014891179839,0.5786785828279604,0.7272727272727273,0.1930627424617149,0.4772558583395186,2
165,Britney Spears,3,2009,1,2009-10-22,20,"Electronic,Dance,Electro-Pop,Pop",0.04621450635752019,0.6689576174112257,0.6946483668475371,0.4545454545454546,0.5315932625710038,0.797476407591984,4
166,"Eminem, Dr. Dre, 50 Cent",Crack A Bottle,2009,1,2009-02-19,17,Rap,0.0883413956564805,0.4616265750286369,0.8701989573358869,0.8181818181818182,0.7453049543909851,0.3775845615523274,0
167,P!nk,So What,2008,1,2008-09-25,31,"Power Pop,Alternative Rock,Pop-Rock,Pop,Rock",0.0003340294222374843,0.4822451317296679,0.8659431854452602,1.0,0.4767575968767538,0.4528682006149932,0
168,Ariana Grande,Problem,2014,2,2014-06-13,25,"Australia,Screen,Producer,Dance-Pop,R&;B,Rap,Pop",0.01962957621739961,0.6265750286368843,0.7967868922225769,0.09090909090909091,0.3348361590980578,0.6257024705757608,1
169,Linkin Park,In The End,2002,2,2002-03-26,39,"Alternative Metal,Alternative Rock,Metal,Hard Rock,Rap Rock,Nu-Metal,Rap,Rock",0.009793152065555002,0.5074455899198168,0.8595595276093202,0.2727272727272727,0.3480038732198915,0.3871275580532287,1
170,Sam Smith,Stay With Me,2014,2,2014-08-15,54,"Piano,Adult Alternative,Adult Contemporary,Soul Pop,Blue-Eyed Soul,Ballad,Soul,UK,Pop",0.6012260478981913,0.3493699885452463,0.3871688477497606,0.0,0.2181831638285668,0.1580956420315979,3
171,Ed Sheeran,Thinking Out Loud,2015,2,2015-03-13,58,"Soul,UK,Pop",0.4846613542068934,0.7651775486827032,0.4137674220661772,0.1818181818181818,0.1867533412689112,0.5896511504612447,3
172,Eve,Gangsta Lovin',2002,2,2002-10-22,22,Rap,0.06329021148598225,0.6987399770904925,0.8340248962655601,0.09090909090909091,0.2813265161373882,0.8398897253737674,1
173,Lukas Graham,7 Years,2016,2,2016-04-16,36,"Pop-Rock,Adult Alternative,Adult Contemporary,Piano,Memes,Scandinavia,Danmark,Pop",0.2934543566606415,0.7468499427262314,0.4435578253005639,0.9090909090909092,0.4395857875033151,0.3235075813805535,2
174,Chingy,Right Thurr,2003,2,2003-09-09,33,Rap,0.1533722247684678,0.8625429553264604,0.7372060857538038,0.1818181818181818,0.2674001936609945,0.9077510338246209,1
175,Drake,Best I Ever Had,2009,2,2009-07-23,24,"Motown,R&;B,Pop,Canada,Rap",0.1042923537405528,0.3757159221076747,0.9021172465155868,0.09090909090909091,0.6970685646266475,0.5239105078994806,1
176,Lil' Kim,Magic Stick,2003,2,2003-07-22,24,Rap,0.1196298134367763,0.843069873997709,0.4712203425896372,0.1818181818181818,0.2730003268800227,0.4974021842858657,1
177,Brian McKnight,Back At One,1999,2,1999-12-20,37,R&;B,0.4621664133190991,0.6277205040091637,0.3084370677731674,1.0,0.4997810520602693,0.2344396140388082,2
178,Taio Cruz,Dynamite,2010,2,2010-08-19,47,"Electro-Pop,Pop",0.004721565392670462,0.7353951890034364,0.7829556335780402,0.3636363636363636,0.4395241120273345,0.8833633761000954,4
179,Fetty Wap,Trap Queen,2015,2,2015-05-15,52,"Hip-Hop,Memes,R&;B,Rap,Trap",0.02494656224542373,0.7250859106529209,0.8691350143632302,0.6363636363636364,0.6127890266993135,0.8292863959283217,4
180,"Marshmello, Bastille",Happier,2019,2,2019-02-16,45,"Adult Alternative,Producer,Alternative Dance,Alternative Pop,Alternative Rock,Adult Contemporary,Electro-Pop,Future Bass,Electronic,Dance,Pop",0.1952946146048118,0.6575028636884307,0.7829556335780402,0.4545454545454546,0.3163766891370983,0.6744777860248117,4
181,Drake,Hotline Bling,2015,2,2015-11-27,36,"Hip-Hop,Rap,Producer,Pop,R&;B,Memes,Canada",0.002666345793376524,0.8911798396334478,0.605277157144377,0.1818181818181818,0.5319448127840927,0.5440568338458276,1
182,R. Kelly,Ignition,2003,2,2003-04-08,42,"Soul,Soul Pop,Pop,R&;B",0.3456017196278012,0.7892325315005727,0.2860942653473774,0.9090909090909092,0.1096281585553136,0.7370374297529425,2
183,Christina Aguilera,Beautiful,2003,2,2003-01-28,27,Pop,0.5910010747673757,0.3928980526918672,0.5499521225662304,0.4545454545454546,0.1694348676135907,0.06817940833421694,3
184,Ja Rule,Mesmerize,2003,2,2003-02-11,20,"R&;B,Pop,Rap",0.05194049131077693,0.7514318442153494,0.6382593892967336,0.09090909090909091,0.2547875588229851,0.3775845615523274,1
185,twenty one pilots,Stressed Out,2016,2,2016-02-26,52,"Pop-Rock,Piano,Rap Rock,Adult Alternative,Alternative Pop,Alternative,Alternative Rock,Rap,Pop",0.04723700367060175,0.711340206185567,0.6180444728162571,0.3636363636363636,0.7478706541917737,0.6500901283002862,1
186,Hoobastank,The Reason,2004,2,2004-06-16,38,"Alternative Rock,Soundtrack,Pop,Pop-Rock,Rock",0.01308559341367763,0.4054982817869416,0.6254920736248537,0.3636363636363636,0.2109116252104675,0.0323401548086099,3
187,twenty one pilots,Heathens,2016,2,2016-09-24,39,"Electronic Rock,Alternative Rock,Indie Rap,Rap,Pop,Electro-Pop,Soundtrack,Screen",0.09284038383403936,0.7147766323024054,0.4467496542185339,0.3636363636363636,0.254781391275387,0.5514791644576398,1
188,Hozier,Take Me To Church,2014,2,2014-12-19,41,"Blues,Gospel,Piano,Ireland,Singer-Songwriter,Indie,Folk Rock,Blues Rock,Alternative,Rock,Adult Alternative,Indie Rock,Adult Contemporary,Alternative Rock,Soul,LGBTQ+",0.6032710425243545,0.5257731958762887,0.643579104160017,0.3636363636363636,0.4957166381931551,0.3722828968296045,3
189,Eminem,Without Me,2002,2,2002-06-25,20,"Satire,Rap",0.003238944288702198,0.9289805269186713,0.6286839025428237,0.6363636363636364,0.3917687909756444,0.6819001166366239,4
190,Nicki Minaj,Anaconda,2014,2,2014-09-05,22,"Memes,Rap,Pop,Producer",0.0683004483200819,0.974799541809851,0.5839982976912437,0.8181818181818182,0.5012735985789969,0.6479694624111971,4
191,Chris Brown,Forever,2008,2,2008-08-14,33,"DMV,Eurodance,Dance-Pop,Pop",0.03762552892763508,0.6403207331042383,0.8127460368124267,1.0,0.4396659656220896,0.4274202099459231,2
192,David Archuleta,Crush,2008,2,2008-08-28,23,Pop,0.008545705343595498,0.5234822451317296,0.646770933077987,0.0,0.6991902010003761,0.4793765242286078,1
193,Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",2019,2,2019-02-23,20,"Trap,Trip-Hop,Lo-Fi,R&;B,Pop",0.04304476468696735,0.702176403207331,0.5297372060857537,0.4545454545454546,0.748006340238931,0.3182059166578306,0
194,Maroon 5,Sugar,2015,2,2015-04-03,42,"Adult Alternative,Adult Contemporary,Pop-Rock,Rock,Pop",0.06042721900935388,0.7273768613974799,0.7786998616874135,0.09090909090909091,0.4401038615015511,0.9003287032128089,1
195,Avril Lavigne,Complicated,2002,2,2002-09-03,31,"Canada,Pop,Rock,Pop-Rock",0.05848447411449892,0.5406643757159221,0.7659325460155335,0.4545454545454546,0.180517950647284,0.4157565475559327,1
196,Chingy,One Call Away,2004,2,2004-04-07,20,Rap,0.09386288114712092,0.7468499427262314,0.8138099797850834,0.3636363636363636,0.7018730842055272,0.9830346728872867,4
197,Lady Gaga,Bad Romance,2010,2,2010-01-14,35,"Electronic,Synth-Pop,Electro-Pop,Dance-Pop,Pop",0.003208269369309751,0.6678121420389461,0.9202042770507501,0.0,0.4334737478336488,0.7200721026402293,1
198,Chris Brown,With You,2008,2,2008-02-20,29,"DMV,Pop,R&;B",0.1370122677591628,0.6288659793814433,0.6776252792850302,0.2727272727272727,0.2299940174788298,0.6575124589120984,1
199,Taylor Swift,You Belong With Me,2009,2,2009-08-20,50,"Pop Country,Country,Pop",0.1820021495347515,0.6575028636884307,0.7329503138631769,0.5454545454545454,0.5011009072462518,0.4242392111122893,0
200,Miley Cyrus,Party In The U.S.A.,2009,2,2009-08-27,28,Pop,0.001142824796884999,0.6174112256586484,0.6829449941483136,0.9090909090909092,0.2917435040304923,0.4613508641713498,2
201,Destiny's Child,Survivor,2001,2,2001-04-17,20,"R&;B,Rap",0.05715522760749289,0.4593356242840779,0.9095648473241834,0.09090909090909091,0.6931768420922788,0.6193404729084933,1
202,Iyaz,Replay,2010,2,2010-01-07,34,"Pop,R&;B",0.1768896629693436,0.679266895761741,0.7393339716991167,0.8181818181818182,0.2609674415162299,0.1697593044215884,2
203,Gwen Stefani,The Sweet Escape,2007,2,2007-04-11,40,"Ska,Doo-Wop,Pop",0.1952946146048118,0.7365406643757157,0.7595488881795935,0.09090909090909091,0.4393945935277755,0.7370374297529425,1
204,Gnarls Barkley,Crazy,2006,2,2006-07-26,29,"Alternative Pop,Alternative R&;B,Adult Alternative,Alternative Rock,Adult Contemporary,Electronic,Neo Soul,Soul,Soul Pop,Pop,R&;B,Rock",0.01758458159123649,0.827033218785796,0.7286945419725502,0.7272727272727273,0.3900665478385829,0.6119181422966811,4
205,Shawn Mendes,If I Can't Have You,2019,2,2019-05-18,8,"Canada,Teen Pop,Pop",0.5357862198609715,0.6632302405498283,0.8010426641132036,0.1818181818181818,0.4637564065400674,0.8791220443219172,1
206,Billie Eilish,Bad Guy,2019,2,2019-06-22,13,"Hip-Hop,Dark Pop,House,Trap,Memes,Alternative Dance,Alternative,Alternative Pop,Dance-Pop,Dance,Electro-Pop,Electro,Pop",0.3353767464969856,0.6735395189003436,0.3924885626130439,0.6363636363636364,0.5329377879473784,0.558901495069452,2
207,Lifehouse,Hanging By A Moment,2001,2,2001-06-12,53,"Indie Rock,Alternative,Pop-Rock,Adult Alternative,Post-Grunge,Alternative Rock,Rock",0.001204174635669893,0.4902634593356243,0.8595595276093202,0.09090909090909091,0.4677406422884068,0.4242392111122893,1
208,Taylor Swift,Today Was A Fairytale,2010,2,2010-02-04,18,"Country,Pop",0.03138829531783757,0.4329896907216495,0.688264709011597,0.6363636363636364,0.6739279260387692,0.3277489131587318,0
209,Drake,Nonstop,2018,2,2018-07-14,22,"Memes,Trap,Canada,Rap",0.01676658374077124,0.9152348224513174,0.3786573039685073,0.6363636363636364,0.6553944455066332,0.4104548828332096,2
210,Taylor Swift,I Knew You Were Trouble.,2013,2,2013-01-11,36,"Pop-Rock,Dubstep,Electro-Pop,Memes,Pop",0.004639765607623936,0.5830469644902634,0.4393020534099372,0.2727272727272727,0.1745477645723729,0.6829604495811685,1
211,Timbaland,Apologize,2007,2,2007-12-05,47,"Ballad,Adult Contemporary,Remix,Hip-Hop,Pop-Rock,R&;B,Producer,Pop",0.02985454934821522,0.6185567010309279,0.582934354718587,0.7272727272727273,0.4273987134495711,0.07008800763439721,2
212,Maroon 5,Payphone,2012,2,2012-07-13,31,Pop,0.01390359126414288,0.7170675830469646,0.7446536865624002,0.3636363636363636,0.378132343236359,0.517548510232213,1
213,Fall Out Boy,"This Ain't A Scene, It's An Arms Race",2007,2,2007-01-31,20,"Protest Songs,Electronic Rock,Alternative Pop,Alternative,Alternative Rock,Pop-Rock,Punk Rock,Pop-Punk,Emo,Rock",0.001132599823754183,0.3665521191294387,0.8840302159804234,0.8181818181818182,0.9334891667026439,0.4730145265613403,0
214,Akon,Smack That,2006,2,2006-11-29,30,"R&;B,Rap",0.3282192653054146,0.9461626575028637,0.7297584849452069,0.4545454545454546,0.4333318942388937,0.9427420209945925,4
215,Katy Perry,Wide Awake,2012,2,2012-08-10,26,"Dance-Pop,Pop",0.07658267655604253,0.4593356242840779,0.6669858495584636,0.4545454545454546,0.6851898679528059,0.5726858233485315,0
216,Fergie,Fergalicious,2007,2,2007-01-10,27,"Memes,Dance-Pop,Dance,Electro-Pop,Electronic,Hip-Hop,Pop,Rap",0.05889347303973154,0.9083619702176402,0.5616554952654538,0.7272727272727273,0.4954822713844294,0.8441310571519458,4
217,Juice WRLD,Lucid Dreams,2018,2,2018-10-20,46,"Hip-Hop,Emo,Memes,Alternative Pop,Cloud Rap,Emo Rap,Trap,Rap",0.3568491900716983,0.4558991981672393,0.5425045217576339,0.5454545454545454,0.2170051622373394,0.1941469621461139,2
218,Ellie Goulding,Lights,2012,2,2012-08-17,57,"UK,Pop",0.07371968407941418,0.6758304696449026,0.7180551122459836,0.7272727272727273,0.4398078192168448,0.7253737673629521,4
219,Jamie Foxx,Blame It,2009,2,2009-05-14,27,"R&;B,Rap",0.0799569176892117,0.6414662084765177,0.5935737844451537,0.6363636363636364,0.7853385058499192,0.3468349061605344,0
220,Justin Bieber,Boyfriend,2012,2,2012-04-13,20,"Rap,Canada,Pop",0.03660303161455352,0.6918671248568157,0.5254814341951272,0.9090909090909092,0.2976335119866287,0.3150249178241968,2
221,OneRepublic,Counting Stars,2014,2,2014-01-17,68,"Folk Rock,Rock,Pop,Electro-Pop,Folk,Pop-Rock",0.06686895208176771,0.6311569301260023,0.6903925949569103,0.09090909090909091,0.4520750713893634,0.4687731947831619,1
222,Marc Anthony,You Sang To Me,2000,2,2000-05-30,32,Rock,0.01052935013097373,0.5326460481099655,0.8914778167890202,0.9090909090909092,0.7232189664423734,0.7487010921429329,4
223,Ricky Martin,She's All I Ever Had,1999,2,1999-09-27,20,"Ballad,Adult Contemporary,Latin Pop,Latin Music,Pop",0.01758458159123649,0.3207331042382589,0.7542291733163102,1.0,0.1996435157488329,0.2535256070406108,2
224,Toni Braxton,He Wasn't Man Enough,2000,2,2000-05-02,37,"Soul,R&;B",0.01104059878751451,0.7147766323024054,0.9265879348866901,1.0,0.2423599504129172,0.7529424239211113,4
225,Taylor Swift,You Need To Calm Down,2019,2,2019-06-29,2,"Synth-Pop,LGBTQ+,Pop",0.00949662784476135,0.7537227949599082,0.6542185338865836,0.1818181818181818,0.2239313181899482,0.7200721026402293,1
226,Rihanna,Pon de Replay,2005,2,2005-07-27,27,"Dancehall,R&;B,Pop",0.0001561148897612927,0.7628865979381443,0.6212363017342271,0.6363636363636364,0.310233811729442,0.4910401866185982,4
227,Green Day,Boulevard Of Broken Dreams,2005,2,2005-03-09,36,"Adult Contemporary,Adult Alternative,Alternative Rock,Punk Rock,Pop-Punk,Pop-Rock,Rock",0.005641812974443866,0.438717067583047,0.6659219065858071,0.7272727272727273,0.729879917848266,0.4655921959495281,0
228,The Game,Hate It Or Love It,2005,2,2005-05-04,23,"Hip-Hop,West Coast,Gangsta Rap,Conscious Hip-Hop,Rap",0.1431472516376522,0.7892325315005727,0.7755080327694436,0.8181818181818182,0.3162718408279315,0.4242392111122893,2
229,Kanye West,Heartless,2009,2,2009-02-19,30,"Synth-Pop,R&;B,Rap",0.05265623942993402,0.7754868270332188,0.6286839025428237,0.9090909090909092,0.2422674371989466,0.6564521259675538,4
230,Kelly Clarkson,Since U Been Gone,2005,2,2005-04-06,46,"Pop-Rock,Pop,Rock",0.001971047620481063,0.6277205040091637,0.7489094584530269,0.0,0.5074781514626339,0.4136358816668434,1
231,Faith Hill,Breathe,2000,2,2000-05-23,53,"Pop,Country",0.1768896629693436,0.4765177548682703,0.4680285136716672,0.6363636363636364,0.5436138128396006,0.2577669388187891,2
232,Young Money,BedRock,2010,2,2010-03-11,25,"West Coast,Canada,East Coast,Motown,R&;B,Pop,Rap",0.1206523107498578,0.7159221076746849,0.6797531652303436,0.7272727272727273,0.6123511308198519,0.5631428268476302,4
233,Justin Timberlake,Mirrors,2013,2,2013-06-14,42,"R&;B,Pop",0.2392619990673189,0.5280641466208476,0.4850516012341739,0.4545454545454546,0.1738076588606072,0.5058848478422224,2
234,Nickelback,Photograph,2005,2,2005-10-19,33,"Acoustic,Hard Rock,Adult Contemporary,Alternative Rock,Post-Grunge,Pop-Rock,Memes,Rock",0.0007450733420962715,0.4581901489117984,0.8616874135546334,0.7272727272727273,0.599676820505862,0.360619234439614,0
235,Mariah Carey,Shake It Off,2005,2,2005-10-12,26,Pop,0.1850696414739961,0.7605956471935853,0.4648366847536972,0.1818181818181818,0.526511203350212,0.8324673947619552,1
236,Eve,Let Me Blow Ya Mind,2001,2,2001-08-14,33,Rap,0.2474419775719713,0.9106529209621992,0.5329290350037238,0.7272727272727273,0.2548060614657795,0.9141130314918886,4
237,Mariah Carey,Loverboy,2001,2,2001-07-31,14,"R&;B,Pop",0.1871146361001593,0.6964490263459335,0.7808277476327269,0.09090909090909091,0.3356564429285983,0.8335277277064999,1
238,Jennifer Lopez,If You Had My Love,1999,2,1999-07-12,25,"Pop,R&;B",0.06594870449999432,0.6494845360824743,0.605277157144377,1.0,0.2794022412867971,0.8261053970946879,4
239,One Direction,Best Song Ever,2013,2,2013-08-09,21,"Dance-Pop,Boy Band,UK,Pop",0.02320831681318508,0.6174112256586484,0.8733907862538568,0.09090909090909091,0.4303282985586441,0.4783161912840632,1
240,The Pussycat Dolls,Don't Cha,2005,2,2005-08-24,40,"Pop,Rap",0.005273713941734505,0.8751431844215349,0.6180444728162571,0.09090909090909091,0.4395611173129229,0.5663238256812639,1
241,Miley Cyrus,We Can't Stop,2013,2,2013-08-23,26,"R&;B,Pop",0.009016054107613016,0.572737686139748,0.602085328226407,0.09090909090909091,0.19295172660495,0.4761955253949741,1
242,Meghan Trainor,No,2016,3,2016-04-23,20,"Memes,Pop",0.01277884421975316,0.5085910652920963,0.7925311203319502,0.09090909090909091,0.2677764140644756,0.6564521259675538,1
243,Eminem,Killshot,2018,3,2018-09-29,8,"Hip-Hop,Trap,Hardcore Hip-Hop,Beef,Rap",0.10112261207,0.8923253150057273,0.6329396744334502,0.0,0.3521422976581821,0.5981338140176016,1
244,Justin Timberlake,Cry Me A River,2003,3,2003-01-28,20,"R&;B,Pop",0.587933582828131,0.5853379152348224,0.6350675603787637,0.7272727272727273,0.1552125028524907,0.5620824939030855,2
245,Ariana Grande,No Tears Left To Cry,2018,3,2018-05-05,27,"Electro-Pop,Synth-Pop,Pop,Dance-Pop",0.04089752032949608,0.6712485681557847,0.6989041387381636,0.8181818181818182,0.4519270502470102,0.3383522426041777,2
246,Nelly,Air Force Ones,2003,3,2003-01-07,20,"Crunk,Hip-Hop,Rap",0.08660315022424184,0.7686139747995419,0.4286626236833706,0.3636363636363636,0.7113896101493162,0.6182801399639486,1
247,Keri Hilson,Knock You Down,2009,3,2009-06-25,31,"Pop,R&;B,Rap",0.009731802226770109,0.5441008018327605,0.8733907862538568,0.7272727272727273,0.6565169391694778,0.6469091294666525,0
248,6ix9ine,FEFE,2018,3,2018-08-11,20,"Hip-Hop,Pop,Trap,Rap",0.089977391357411,0.9369988545246277,0.3520587296520907,0.09090909090909091,0.4765047274252338,0.3616795673841586,1
249,Christina Aguilera,I Turn To You,2000,3,2000-07-04,22,"Cover,Pop",0.3885466067772267,0.556701030927835,0.4403659963825939,0.09090909090909091,0.4838996169952941,0.2789735977096808,3
250,Sisqo,Thong Song,2000,3,2000-06-06,28,R&;B,0.1216748080629394,0.679266895761741,0.8850941589530801,0.1818181818181818,0.4491886591134767,0.7200721026402293,1
251,No Doubt,Underneath It All,2002,3,2002-11-19,30,"Jamaica,Ska,Reggae,Pop,Alternative Rock,Rock",0.2402844963804004,0.7056128293241696,0.7180551122459836,0.3636363636363636,0.551909164358976,0.8515533877637578,4
252,Post Malone,Better Now,2018,3,2018-10-20,52,"R&;B,Pop",0.3384442384362302,0.6494845360824743,0.5552718374295137,0.9090909090909092,0.5940581846440396,0.3245679143250981,2
253,Katy Perry,Hot N Cold,2008,3,2008-11-20,39,"Pop-Rock,Dance-Pop,Pop",7.891634262363486e-05,0.679266895761741,0.8350888392382168,0.6363636363636364,0.51384306058382,0.8759410454882834,4
254,"The Chainsmokers, Coldplay",Something Just Like This,2017,3,2017-04-15,39,"Adult Contemporary,Future Bass,Adult Alternative,Alternative Rock,Electronic Rock,UK,East Coast,Electro-Pop,Electronic,Dance,Pop",0.05091799399769537,0.5773195876288659,0.6159165868709437,1.0,0.3349040021216363,0.4359028735022797,2
